id,title,uri,Grading,Internal Comment, Number,Address,City,Postcode, Country,Email Address,About,Display Centre, Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer,Website
167,Silvatree Ltd,/location/silvatree-ltd,,,Suite 78,95 Wilton Road,London,SW1V 1BZ,United Kingdom,alice.silva.tree@gmail.com,"Silvatree is a landscape and design company with a mission to improve the well-being of local clients through creating beautiful spaces within communities and private gardens.
From decking to driveways, roots to shoots, lawns to landscaping, patios to pruning, fencing to foliage, Silvatree has got it covered.
Our experienced and enthusiastic team offers high quality, friendly and dependable gardening and maintenance services at very competitive prices.",Off,United Kingdom,,Off,Off,51.4927397,-0.1407536,7309040100,,,,1,Approved Installer,https://silva-tree.co.uk/
168,S R Avard Ltd,/location/s-r-avard-ltd,,,4,Hoadley Terrace,Robertsbridge,TN32 5AH,United Kingdom,info@sravard.com,"S. R. Avard, LTD is a full-service landscape construction company building throughout the East Sussex & southern Kent Areas. We pride ourselves on high quality landscape construction work that is both long lasting and beautiful. Our attention to detail, custom build ideas & services, and fantastic customer care are what set us apart. Whether you are looking to completely transform your outdoor space or just to give your garden an update, we can help.",Off,United Kingdom,,Off,Off,50.98664526,0.474150985,1580880797,,,,1,Approved Installer,https://www.sravard.com
169,RJW Landscapes Ltd,/location/rjw-fencing-decking,,,High Trees Garden Centre,Otley Old Road,Leeds,LS18 5HZ,United Kingdom,info@rjwfencingdecking.co.uk,,Off,United Kingdom,,Off,Off,53.87569876,-1.643689029,1138695462,,,,1,Approved Installer,
170,Holland Landscapes,/location/holland-landscapes,,,Unit 10 Hall Farm,Church Road,Tendring,CO7 8SD,United Kingdom,paul@hollandscapes.co.uk,"Holland Landscapes is an award winning family run business, covering Essex and Suffolk. Established for over 30 years, we have a long running reputation for high levels of workmanship and customer satisfaction. Contact us today to discuss your decking requirements.",Off,United Kingdom,,Off,Off,51.87842357,1.082681271,01206 251997,,,,1,Approved Installer,https://www.hollandscapes.co.uk
171,Boxwood Designs,/location/boxwood-designs-ltd,,,"Berry Cottage,",Longmeadow Road,Exmouth,EX8 5LW,United Kingdom,dave@boxwooddesigns.co.uk,,Off,United Kingdom,,Off,Off,50.64786665,-3.420565101,7843017723,,,,1,Approved Installer,
172,LazyLawn Lincolnshire,/location/lazylawn-lincolnshire,,,The Commerce House,Outer Circle Road,"Carlton Boulevard, Lincoln",LN2 4WJ,United Kingdom,lincs@lazylawn.co.uk,,Off,United Kingdom,,Off,Off,53.23994171,-0.508629536,01522 412 132,,,,1,Approved Installer,https://www.lazylawn.co.uk/
173,Ross Oswin Landscapes,/location/ross-oswin-landscapes,,,Ross Oswin Landscapes,Shelford Road,Nottingham,NG4 4JH,United Kingdom,rossoswin@gmail.com,,Off,United Kingdom,,Off,Off,52.9826106,-1.0999295,7971072323,,,,1,Approved Installer,
174,Outerspace Creative Landscaping,/location/outerspace-creative-landscaping,,,4,Madeira Road,Clevedon,BS21 7TJ,United Kingdom,hello@outerspacegardens.co.uk,,Off,United Kingdom,,Off,Off,51.43737374,-2.854079366,01275 870 701,07972 927 728,,,1,Approved Installer,https://www.outerspacegardens.co.uk/
175,Jason Sheridan - Urban Alfresco,/location/urban-alfresco,,,28,Westby Road,Bournemouth,BH5 1HD,United Kingdom,urbanalfresco@gmail.com,"Urban Alfresco are a contemporary garden design and build company covering Bournemouth and the surrounding areas. With an eye for detail, they focus on achieving the perfect outdoor space. We have invested our time into learning modern and sustainable methods of construction such as the Plas-Pro and DuoSpan systems.",Off,United Kingdom,,Off,Off,50.7257143,-1.83772146,7957743111,,,,1,Approved Installer,
176,All Things Green Landscapers,/location/all-things-green-landscapers-and-builders,,,"4 The Bench,",Ham Street,London,TW10 7HX,United Kingdom,jan@atglandscapers.com,"All Things Green Landscapers Ltd offers a comprehensive landscaping service to our domestic and commercial clients. From design to implementation through to a final tidy up, our highly skilled team will help you to transform your outdoor space into something that you will enjoy for many, many years. We take great care to ensure that your project will be beautifully planned and crafted to help you achieve your vision. We’ve been landscaping since 2008 and have experience in all aspects of this.",Off,United Kingdom,,Off,Off,51.4366889,-0.312485,2080904822,,,,1,Approved Installer,https://allthingsgreenlandscapers.co.uk/
177,Easy Gardens,/location/easy-gardens,,,"Easy Gardens,",Shronedarragh,Killarney,,United Kingdom,info@easygardens.ie,"Easy Gardens has become a reputable and well-known service to upgrade and maximize your outdoor living spaces. Our team is up for every job, managing projects with the skill and experience our clients have come to expect. We want our customers to be satisfied with our work, which is why we provide open communication channels throughout the duration of each project.",Off,United Kingdom,,Off,Off,52.0599353,-9.5044265,852522692,,,,1,Approved Installer,https://www.easygardens.ie
178,Wyldwood Ltd,/location/wyld-wood-installations,,,Wyldwood Ltd,Anthill Lodge,Hants,PO7 6EP,United Kingdom,lee@wyldwoodltd.co.uk,"We are a Landscaping company based in Hampshire on the Surrey boarder. We have a wealth of experience in contemporary and traditional garden design and installation, with a highly skilled team who have extreme pride in their work.",Off,United Kingdom,,Off,Off,50.90762499,-1.076969015,7968854933,,,,1,Approved Installer,
179,Gunns & Roses,/location/gunns-roses,,,Willoughby House,Dozens Bank,Spalding,PE11 3ND,United Kingdom,hugh@gunnsandroses.com,,Off,United Kingdom,,Off,Off,52.798811,-0.213493,1778428123,,,,1,Approved Installer,
180,LazyLawn® Lancashire,/location/lazylawn-lancashire-1,,,"Unit 9 Wheeler Hub,",Bristol Avenue,Bispham,FY2 0FY,United Kingdom,info@21stcenturylandscapes.co.uk,,Off,United Kingdom,,Off,Off,53.85150892,-3.025064409,01772 659965,,,,1,Approved Installer,
181,Iron Design By Rory,/location/iron-design-by-rory,,,"Iron Design By Rory, Unit 7",Strathenry Mills,Leslie,KY6 3HU,United Kingdom,irondesignbyrory@hotmail.co.uk,"We are “Iron Design by Rory” and by trade are Artistic Blacksmiths, we have been in business for 40 years and have great knowledge and experience in structural Steelwork... at present there is myself and my two sons working.
We offer a bespoke service on all types of works incorporating steel /wood/glass and recycled materials etc ..our main products are internal stairs ...also bespoke decking which allows us to make a solid galvanised steel framework to any areas high or low, and is a perfect base for the Millboard decking .. we find that we can offer a wide solution to any areas that would otherwise be a problem, etc.",Off,United Kingdom,,Off,Off,56.1963917,-3.236327,07792 484 285,,,,1,Approved Installer,
182,Peak Designs,/location/peak-decking,,,47,Second Avenue,Torquay,TQ1 4JD,United Kingdom,hello@peakdesigns.uk,At peak decking Family run company With a wealth of knowledge from The National show circuit to commercial projects to domestic garden make overs. With an eye for detail and finishing touches.,Display Center,United Kingdom,,Off,Off,50.48152273,-3.533331345,1803262882,,,,1,Approved Installer,
183,Total Carpentry Ireland,/location/total-carpentry,,,The Annex,Donard Demesne East,Donard,W91 EH32,Ireland,info@totalcarpentry.ie,,Off,Ireland,,Off,Off,53.04506499,-6.626881413,+353 87 239 9353,,,,1,Approved Installer,https://totalcarpentry.ie/
184,Timbertech Southern Ltd,/location/timbertech-southern-ltd,,,Sunnydene,Hawkswood Road,Hailsham,BN27 1UJ,United Kingdom,deckingpaul@hotmail.co.uk,,Off,United Kingdom,,Off,Off,50.877318,0.2600916,7967364411,,,,1,Approved Installer,
185,Oak View Landscapes Ltd,/location/oak-view-landscapes-ltd,,,,Nayland Road,Colchester,CO6 3DQ,United Kingdom,paul@oakviewlandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.9300594,0.8782109,1206271676,,,,1,Approved Installer,
186,Oaklands Interior & Exterior Design,/location/oaklands-interior-exterior-design,,,Newton Cottage,High Street,Titchmarsh,NN14 3DF,United Kingdom,info@jp-oaklands.com,"As a company we have been involved in all aspects of building work from full house renovations to garden projects for over 25 years.
This included every type of build from new to listed buildings where design and consideration to the surroundings.
The work varied from design and installation of high end products for clients and attention to detail was always paramount.
During our time in the building trade we covered a wide variety of carpentry work and problem solving was something that had to be considered on almost every job to achieve the best end result.
Due to the diverse nature of our work I’ve found that learning about different materials and other trades has benefited us to understand when tackled with more complexed jobs.
The knowledge to pick up other skills has definitely helped over the years when dealing with clients and safety and good communication has always been our main aim.
The combination of all types of building work and the years experience has given us the lead on Millboard installations especially now with the new cladding materials.",Off,United Kingdom,,Off,Off,52.404399,-0.4941516,7766012268,,,,1,Approved Installer,
187,JC Landscapes - Sheffield,/location/jc-landscapes-1,,,74,Whirlow Court Road,Sheffield,S11 9NT,United Kingdom,jc.landscapes@outlook.com,"JC Landscapes is a decking and fencing specialists, based in Sheffield and covering surround Peak District. 
We are a small family run team with over 25 years experience in landscaping. 
We offer a complete decking service from detail design, bespoke benches and railing, as well as screening and under deck storage solution.",Off,United Kingdom,,Off,Off,53.3425232,-1.5259925,7872579792,,,,1,Approved Installer,
188,JBS Fencing Ltd,/location/jbs-fencing-ltd,,,66,Queens Crescent,Portsmouth,PO8 9ND,United Kingdom,jon@jbsfencing.co.uk,"JBS Fencing Ltd. offer domestic and commercial fencing and landscaping services.
At JBS Fencing be assured that you will only be supplied with quality timber products, installed professionally by a team with over 30 years of experience.",Off,United Kingdom,,Off,Off,50.913886,-1.005749,07804 375186,023 92262075,,,1,Approved Installer,https://www.jbsfencing.co.uk/
189,Hallmark Sundecks Ltd,/location/hallmark-sundecks-ltd,,,Hallmark Sundecks,Burgh Le Marsh,Skegness,PE24 5AG,United Kingdom,john@hallmarksundecks.co.uk,,Off,United Kingdom,,Off,Off,53.1533261,0.2496495,1754811112,,,,1,Approved Installer,
190,Garden House Design,/location/garden-house-design,,,4,Roundstone Barn,Worthing,BN12 6PW,United Kingdom,rod@gardenhousedesign.co.uk,,Off,United Kingdom,,Off,Off,50.8188548,-0.4639623,1903774774,,,,1,Approved Installer,
191,The Southern Decking Company,/location/easigrass-sussex,,,Southdene,Arundel Road,Worthing,BN13 3ES,United Kingdom,sales@southerndecking.uk,"A family business with an established background in landscaping and a keen eye for detail, we pride ourselves on the quality of our workmanship, our customer care and our cheerful disposition.",Off,United Kingdom,,Off,Off,50.8610897,-0.4043483,01903 357078,07525 743 620,,,1,Approved Installer,https://www.southerndecking.uk/
192,Luxury Outdoor Spaces,/location/luxury-outdoor-spaces,,,Unit 3 Velo Business Park,Belle Vue Road,Manchester,M12 4AS,United Kingdom,info@luxuryoutdoorspaces.co.uk,"Luxury Outdoor Spaces is a leading one stop outlet for quality decking products. We supply to both Trade and Retail and pride ourselves on our experience in selling Millboard products. We have experienced staff to help you design and enjoy your outdoor living space. Our staff have been trained with Millboard products. Need help with planning? Visit our showroom in Cheshire to visualize your dream. Our design, supply & install brand is Luxury Outdoor Spaces, visit us at www.luxuryoutdoorspaces.co.uk",Display Center,United Kingdom,,Off,On,53.46109238,-2.197958486,0161 989 5974,,"1, ,",", , 1",", 1,","KEY Distributor, Approved Installer, Premier Distributor",https://www.luxuryoutdoorspaces.co.uk/
193,David Lewis Builders,/location/david-lewis-builders,,,8,Llanrhos Road,Penrhyn,LL30 3HP,United Kingdom,davidlewisbuilders@gmail.com,,Off,United Kingdom,,Off,Off,53.3137129,-3.7698448,7768757872,,,,1,Approved Installer,
194,Bespoke Outdoor Spaces,/location/bespoke-outdoor-spaces,,,"Bespoke Outdoor Spaces,",Seymour Chambers,Liverpool,L3 5NW,United Kingdom,info@bespokeoutdoorspaces.com,,Off,United Kingdom,,Off,Off,53.4090721,-2.9741827,7904365447,,,,1,Approved Installer,https://www.bespokeoutdoorspaces.com
195,BGS Landscapes & Fencing Ltd,/location/bgs-landscapes-fencing-ltd,,,"7, Bridge House",Courtenay St,Newton Abbot,TQ12 2QS,United Kingdom,dean@bgslandscapesandfencing.co.uk,,Off,United Kingdom,,Off,Off,50.53127109,-3.609577295,1626819179,,,,1,Approved Installer,
196,MCH Landscaping,/location/mch-landscaping,,,11,Sussex Road,Lowestoft,NR32 4HG,United Kingdom,matthew@mch-landscaping.co.uk,"We are a small landscaping company operating throughout Norfolk and Suffolk. We offer a wide variety of landscaping services including decking, paving, driveways, artificial grass, fencing, turfing and many other hard and soft landscaping services. No matter how big or small the task we put the same amount of pride and care into every job.",Off,United Kingdom,,Off,Off,52.4868192,1.7505574,07896 901623,,,,1,Approved Installer,http://mch-landscaping.co.uk/
197,Absolute Landscapes Yorkshire,/location/absolute-landscapes-yorkshire,,,Brydene,Yew Tree Lane,Allerton Upper Green,BD15 8AE,United Kingdom,absolutelandscapesyorkshire@gmail.com,,Off,United Kingdom,,Off,Off,53.8006787,-1.8484135,07525 011772,,,,1,Approved Installer,
198,P&P Joinery,/location/p-p-joinery,,,26 Riverview Crescent,Cardross,,G82 5LT,United Kingdom,pandpjoinery@gmail.com,,Off,United Kingdom,"Wed, 07/03/2024 - 08:57",Off,Off,55.96557557,-4.64939245,7717864648,,,,1,Approved Installer,
199,FJM Services,/location/fjm-services,,,68,Newlyn Drive,Sale,M33 3LE,United Kingdom,lee6@sky.com,,Off,United Kingdom,,Off,Off,53.4107079,-2.3088356,07748 598 749,,,,1,Approved Installer,https://www.fjmservices.co.uk
200,Parkfield Landscapes,/location/parkfield-landscapes,,,29 Parkfield,Stillington,North Yorkshire,Y061 1JR,United Kingdom,parkfieldlandscapes@gmail.com,,Off,United Kingdom,,Off,Off,54.1018434,-1.1051182,1347811361,7841449470,,,1,Approved Installer,
201,M J Spear Carpentry Services,/location/m-j-spear-carpentry-services,,,MJ Carpentry,Coombe House,"Falmouth, Cornwall",TR115TR,United Kingdom,martynspear77@gmail.com,,Off,United Kingdom,"Wed, 03/13/2024 - 16:54",Off,Off,50.16604302,-5.06809895,7950576328,,,,1,Approved Installer,
202,Shade Landscapes - Bedford,/location/shade-landscapes-4,,,,,Bedford,MK40 1DP,United Kingdom,shade.gardenstructures@gmail.com,"We are Shade Landscapes, a family business run by two brothers; both highly experienced carpenters and visionaries in bespoke garden design, unique structures, attention to detail, and honest hard work.
As Approved Installers for Millboard we have laid many miles of decking and enjoy the art of creating a unique outdoor space, pleasing to the eye, and satisfying every customer. Whether it be building bespoke structures such as gazebos, pergolas and water features, or by refreshing an old patio with a fantastic raised deck, we take pride in finishing every detail to the very highest quality for your enjoyment.",Off,United Kingdom,"Mon, 03/18/2024 - 09:28",Off,Off,52.1322246,-0.4763925,07795 382801,,,,1,Approved Installer,https://shadelandscapes.com
203,Shade Landscapes - Rugby,/location/shade-landscapes-3,,,,,Rugby,CV21 1BB,United Kingdom,shade.gardenstructures@gmail.com,"We are Shade Landscapes, a family business run by two brothers; both highly experienced carpenters and visionaries in bespoke garden design, unique structures, attention to detail, and honest hard work.
As Approved Installers for Millboard we have laid many miles of decking and enjoy the art of creating a unique outdoor space, pleasing to the eye, and satisfying every customer. Whether it be building bespoke structures such as gazebos, pergolas and water features, or by refreshing an old patio with a fantastic raised deck, we take pride in finishing every detail to the very highest quality for your enjoyment.",Off,United Kingdom,"Mon, 03/18/2024 - 09:31",Off,Off,52.3822098,-1.2484762,07795 382801,,,,1,Approved Installer,https://shadelandscapes.com
204,Shade Landscapes - Bicester,/location/shade-landscapes-2,,,,,Bicester,OX25 4AR,United Kingdom,shade.gardenstructures@gmail.com,"We are Shade Landscapes, a family business run by two brothers; both highly experienced carpenters and visionaries in bespoke garden design, unique structures, attention to detail, and honest hard work.
As Approved Installers for Millboard we have laid many miles of decking and enjoy the art of creating a unique outdoor space, pleasing to the eye, and satisfying every customer. Whether it be building bespoke structures such as gazebos, pergolas and water features, or by refreshing an old patio with a fantastic raised deck, we take pride in finishing every detail to the very highest quality for your enjoyment.",Off,United Kingdom,"Mon, 03/18/2024 - 09:38",Off,Off,51.899603,-1.1535899,07795 382801,,,,1,Approved Installer,https://shadelandscapes.com
205,Shade Landscapes - Woodstock,/location/shade-landscapes-1,,,,,Woodstock,OX20 1FF,United Kingdom,shade.gardenstructures@gmail.com,"We are Shade Landscapes, a family business run by two brothers; both highly experienced carpenters and visionaries in bespoke garden design, unique structures, attention to detail, and honest hard work.
As Approved Installers for Millboard we have laid many miles of decking and enjoy the art of creating a unique outdoor space, pleasing to the eye, and satisfying every customer. Whether it be building bespoke structures such as gazebos, pergolas and water features, or by refreshing an old patio with a fantastic raised deck, we take pride in finishing every detail to the very highest quality for your enjoyment.",Off,United Kingdom,"Mon, 03/18/2024 - 09:40",Off,Off,51.8470021,-1.3518114,07795 382801,,,,1,Approved Installer,https://shadelandscapes.com
206,Shade Landscapes - Buckingham,/location/shade-landscapes,,,14,Redshaw Close,Buckingam,MK18 7BS,United Kingdom,shade.gardenstructures@gmail.com,"We are Shade Landscapes, a family business run by two brothers; both highly experienced carpenters and visionaries in bespoke garden design, unique structures, attention to detail, and honest hard work.
As Approved Installers for Millboard we have laid many miles of decking and enjoy the art of creating a unique outdoor space, pleasing to the eye, and satisfying every customer. Whether it be building bespoke structures such as gazebos, pergolas and water features, or by refreshing an old patio with a fantastic raised deck, we take pride in finishing every detail to the very highest quality for your enjoyment.",Off,United Kingdom,"Mon, 03/18/2024 - 09:43",Off,Off,52.0001554,-0.9744983,07795 382801,,,,1,Approved Installer,https://shadelandscapes.com
207,PSBK Construction,/location/psbk-construction,,,Sky House Design Centre,Raans Road,Amersham,HP6 6FT,United Kingdom,office@psbk.co.uk,"PSBK delivers a wide range of construction services for private and commercial projects since 2020.
PSBK Limited has been created due to the high demand towards our founder’s craftsmanship in decking, cladding and other bespoke installations combined with the great management skills and friendly but straight to the point communication.
We have rapidly outgrown our expectations, and now proudly offering a range of construction services – highlighted on our website - in all inclusive packages of design, supply and install.",Off,United Kingdom,"Tue, 06/18/2024 - 14:29",Off,Off,51.67425632,-0.58567885,1494771199,,,,1,Approved Installer,https://psbk.co.uk/
208,Verde Design Group,/location/new-home-landscapes,,,New Home Landscapes,Penpole Lane,Bristol,BS11 0UL,United Kingdom,jack@verdedesigngroup.co.uk,"Verde Design group is the residential arm of Four Seasons Landscape. The developers partner of choice. Professional landscaping solutions for new build properties in the South West.
Established over 30 years ago you can rest assured you will be in safe hands. Verde Design Group specialise in transforming new build gardens and outdoor spaces. By only using quality materials and highly skilled staff, we can ensure you get a garden you can enjoy for years to come. Our teams have the skills, resources & passion to make your ideas a reality! Contact us today to find out out more!",Off,United Kingdom,,Off,Off,51.4914098,-2.666685,0117 457 4222,,,,1,Approved Installer,
209,Karl Harrison Landscapes Ltd,/location/karl-harrison-landscapes-ltd,,,Karl Harrison Landscapes Ltd,Lexham Gardens,Amersham,HP6 5JJ,United Kingdom,karl@karlharrison.design,"Karl Harrison Landscapes Ltd, based in Amersham, have been designing and installing Millboard decking since it first came into production in the early 2000s. We are a professional company that design and build gardens with a focus on decking structures. From small private gardens to large scale commercial projects, restaurants, Hotels, schools and public realm projects, we have experience spanning many years with Millboard materials.
Located in Amersham and cover the surrounding area, Home Counties and London",Off,United Kingdom,"Thu, 02/29/2024 - 12:36",Off,Off,51.6800079,-0.6075464,07581 193 034,,,,1,Approved Installer,https://karlharrison.design/
210,Active Surfaces - Lancashire,/location/active-surfaces,,,Unit 1c,Violet Street,Widnes,WA8 7SB,United Kingdom,activesurfaces@gmail.com,"Active Surfaces Ltd is a Landscaping Company specializing in Artificial Grass, Resin Driveways and Paths, Millboard Decking and Golf Surfaces. We are based in Cheshire but we can cover all over the UK. We can help create you your perfect garden. Our team will provide out customers with the highest standard of work from the design process through to the finished project. We have over 12 years of experience and our teams are highly qualified professionals. We use only the best products on the market that have been tried and tested.",Off,United Kingdom,,Off,Off,53.3598155,-2.7364184,01925 244 440,,,,1,Approved Installer,
211,Shade Landscapes,/location/shade-gardens-4,,,7,King Edward Road,Macclesfield,SK10 1AP,United Kingdom,shade.gardenstructures@gmail.com,"We are Shade Landscapes, a family business run by two brothers; both highly experienced carpenters and visionaries when it comes to bespoke garden design, unique structures, attention to detail and honest hard work.
As Approved installers for Millboard we have laid many miles of decking and enjoy the art of creating a unique outdoor space, pleasing to the eye, and satisfying to every customer. Whether it be building bespoke structures such as gazebos, pergolas and water features, or by refreshing an old patio with a fantastic raised deck, we take pride in finishing every detail to the very highest quality.",Off,United Kingdom,"Mon, 03/18/2024 - 09:26",Off,Off,53.2622272,-2.1293026,07795 382801,,,,1,Approved Installer,https://www.shadelandscapes.com
212,DECKED,/location/decked,,,21,Guildford Street,Brighton,BN1 3LS,United Kingdom,enquiries@decked.uk.com,,Off,United Kingdom,,Off,Off,50.8282334,-0.1428411,7973206098,,,,1,Approved Installer,
213,Atlantes Landscapes,/location/the-landscape-gardener,,,15,Old Teignmouth Road,Dawlish,EX7 0NJ,United Kingdom,paul@thelandscapegardener.co.uk,,Off,United Kingdom,,Off,Off,50.5717201,-3.470281,7480132288,,,,1,Approved Installer,http://www.thelandscapegardener.co.uk
214,DB Contracts - Newcastle,/location/db-contracts,,,"East Office,",79 Bentinck Road,Newcastle Upon Tyne,NE4 6UX,United Kingdom,db.contracts@yahoo.com,"We are a family run business with years of experience in environmental engineering, landscape gardening, carpentry / joinery and general building. We specialise in the construction of complex decking areas, large boardwalks and walkways, bridge building, stonework and bespoke garden designs. We cater to both residential and commercial projects large or small. 
Our team are always polite, professional and take great pride in all work undertaken with customer satisfaction as our number one priority.",Off,United Kingdom,,Off,Off,54.97032016,-1.645063959,7775336279,,,,1,Approved Installer,
215,Spring Landscapes,/location/spring-landscapes,,,46 Bell Street,Bell Street,Reigate,RH2 7LH,United Kingdom,graham@springlandscapes.co.uk,Spring Landscapes specializes in decking projects around the Surrey area. We aim to maximise the use of any outdoor space. Graham has over 25 years experience in the building and landscaping industry.,Off,United Kingdom,,Off,Off,51.2320854,-0.2034601,7793199328,,,,1,Approved Installer,
216,Thistle Gardens & Outdoors - Aberdeen,/location/thistle-gardens-outdoors,,,Thistle House,Woodside Road,Aberdeen,AB23 8EF,United Kingdom,info@ThistleGO.com,"Thistle Gardens & Outdoors is your local one-stop-shop for everything you need to design and improve your garden or outdoor space!
We have the skills to help you visualise the perfect design and turn it into reality. Our highly-skilled team has transformed hundreds of gardens and outdoor spaces across Aberdeen, Aberdeenshire and North East Scotland – all expertly designed and completely project-managed from start to finish.
In addition to Low-Maintenance Decking, Fencing & Artificial Grass we can provide a wide range of landscaping services, from building walls, patios, paving and steps to turf laying & grass seeding.",Display Center,United Kingdom,,Off,On,57.1900029,-2.0933419,01224 706555,,,,1,Approved Installer,https://www.thistlewindows.com/garden-landscaping-aberdeen/
217,Landscape Brothers,/location/landscape-brothers,,,34,East March Street,Kirkcaldy,KY1 2DP,United Kingdom,office@landscapebrothers.co.uk,,Off,United Kingdom,,Off,Off,56.1279617,-3.1392973,1592655567,,,,1,Approved Installer,
218,Knot Only Wood,/location/knot-only-wood,,,1 Prideaux Gardens,Friday Street,Ockley,RH5 5TA,United Kingdom,knotonlywood@live.co.uk,,Off,United Kingdom,,Off,Off,51.1455694,-0.3609462,07872 038318,,,,1,Approved Installer,http://www.knotonlywood.co.uk
219,Mango Paving & Landscaping,/location/mango-paving-landscaping,,,"Unit 35, Newcourt Barton",Clyst Road,Exeter,EX3 0DB,United Kingdom,enquiries@mangolandscapes.co.uk,"Mango was founded with the purpose of creating as many stunning and practical gardens to enjoy, to help troubleshoot areas that cause inconvenience and concern and to provide services and expertise that offer peace of mind. We employ and invest in our staff to builld a reliable and loyal team which provides consistancy of work and helps to develop strong longlasting custotmer relationships. Our skills that complient Millboard are beautiful natural paving and paitos, steps, walling, paths, fencing, green walls, natural and artificial lawns and creating stunning first impressions with block paved, resin or gravel driveways, flower beds, planning and lighting.",Off,United Kingdom,,Off,Off,50.7044923,-3.4680024,01392 690 212,,,,1,Approved Installer,
220,Garden Dezign,/location/garden-dezign,,,3,Pinhoe Drive,Haverhill,CB9 7WF,United Kingdom,garden.dezign@hotmail.com,,Off,United Kingdom,,Off,Off,52.08706788,0.406769226,7710515273,,,,1,Approved Installer,
221,Gregory Fencing and Landscaping,/location/gregory-fencing-and-landscaping,,,Unit 7 Enterprise Park,Unnamed Road,Dorchester,DT2 7UA,United Kingdom,greg@gregoryslandscapes.co.uk,,Off,United Kingdom,,Off,Off,50.7704979,-2.3903386,01300 342041,,,,1,Approved Installer,
222,KT Garden Spaces,/location/kt-gardenspaces,,,22 Empress Avenue,Empress Avenue,West Mersea,CO5 8EX,United Kingdom,hello@ktgardenspaces.co.uk,"KT Garden Spaces specialises in providing uniquely designed outdoor spaces – decking, landscaping and garden structures – with an emphasis on helping customers bring the concept of inside living to your outdoor space",Off,United Kingdom,,Off,Off,51.778995,0.9268268,07399 494636,,,,1,Approved Installer,https://ktgardenspaces.co.uk
223,Great Outdoors,/location/great-outdoors,,,Oak House,Unit 42 Snugborough Trading Estate,Braddan,IM4 4LQ,United Kingdom,outdoorsiom@gmail.com,,Off,United Kingdom,,Off,Off,54.1689652,-4.50456,07624 472904,,,,1,Approved Installer,https://www.outdoors.im
224,The London Decking Company - Brentwood,/location/london-decking-3,,,Brentwood Garden Centre,Vicarage Close,Brentwood,CM14 5GR,United Kingdom,info@londondeckingcompany.co.uk,The London Decking company is a family run business which has been operating in London & the South East for over 15 years. We specialize in all aspects of deck building & landscaping work from small residential decks to large commercial projects. We operate out of 5 depots in and around London allowing us to undertake all aspects of work in the South East. Our teams of skilled certified installers are all directly employed by London Decking so we can manage and oversee all work being completed and ensure our workmanship and quality are of the highest levels.,Off,United Kingdom,,Off,Off,51.6126835,0.2648403,0208 200 0882,,,,1,Approved Installer,https://www.londondeckingcompany.co.uk/composite-decking.html
225,The London Decking Company - Sevenoaks,/location/london-decking-4,,,Polhill Garden Centre,"London Road, Badgers Mount",Sevenoaks,TN14 7AD,United Kingdom,info@londondeckingcompany.co.uk,The London Decking company is a family run business which has been operating in London & the South East for over 15 years. We specialize in all aspects of deck building & landscaping work from small residential decks to large commercial projects. We operate out of 5 depots in and around London allowing us to undertake all aspects of work in the South East. Our teams of skilled certified installers are all directly employed by London Decking so we can manage and oversee all work being completed and ensure our workmanship and quality are of the highest levels.,Off,United Kingdom,,Off,Off,51.3305383,0.1495356,0208 200 0882,,,,1,Approved Installer,https://www.londondeckingcompany.co.uk/composite-decking.html
226,Hythe Garden Landscapes,/location/hythe-garden-landscapes,,,100 High Street,High Street,Hythe,CT21 5LE,United Kingdom,ben@hythegardenlandscapes.co.uk,"Established in 2001, Hythe Garden Landscapes have been delivering the highest level of service to both domestic and commercial clients for many years. Our growth is a result of our excellent reputation for high-end and bespoke landscaping services. We execute each project with the utmost care and attention to detail. We have been awarded RHS medals twice at Hampton Court Flower show and with a multi-skilled team delivering excellence across all aspects of the projects, our clients can be sure they are in safe hands. We undertake large garden projects which encompass all aspects of hard landscaping. We offer a personal and bespoke service, working together with our clients, from conception to final transformation of their outdoor living spaces.",Off,United Kingdom,,Off,Off,51.0714716,1.0855184,01303 770610,,,,1,Approved Installer,
227,M R Fencing (Calne) Ltd,/location/m-r-fencing-calne-ltd,,,11 Ebor Gardens,Ebor Gardens,Calne,SN11 0AJ,United Kingdom,mrfencingcalne@hotmail.co.uk,,Off,United Kingdom,,Off,Off,51.4279691,-1.9951252,7850948482,,,,1,Approved Installer,http://mrfencing.co.uk/
228,Greenscape Gardens,/location/greenscape-gardens,,,39 Ladywood Road,Ladywood Road,Surbiton,KT6 7PB,United Kingdom,info@greenscape-gardens.co.uk,"Greenscape Gardens offer a wide range of landscaping services across Surrey and South West London, to help you transform your outdoor space. Since 2004 our highly skilled team have built a reputation for outstanding workmanship and our attention to detail along with our creative vision will help to ensure you get the garden of your dreams.",Off,United Kingdom,,Off,Off,51.3773106,-0.2873795,0208 397 4720,,,,1,Approved Installer,
229,PA Spittles Landscapes,/location/pa-spittles-landscapes,,,Ridge View,Shootacre Lane,Princes Risborough,HP27 9EH,United Kingdom,paul@paspittles.com,,Off,United Kingdom,,Off,Off,51.7114052,-0.8392588,07860 743948,,,,1,Approved Installer,
