id,title,uri,Grading,Internal Comment,Number,Address,City,Postcode,Country,Email Address,About,Display Centre,Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer/Distributor,Website
909,Covers Timber & Builders Merchants Lewes,/location/covers-timber-builders-merchants-lewes,Platinum,,Chatsfield Yard,Cooksbridge,Lewes,BN8 4TJ,United Kingdom,sales.lewes@covers.biz,"Covers have supplied a diverse range of timber and building materials to a wide spectrum of customers for over 175 years. With 14 branch locations spread across the South of England, we are well situated to supply your timber and building materials from our extensive range of over 25,000 product lines.
We have built our reputation by offering our customers a comprehensive selection of quality timber and building materials at competitive prices. As part of our ethos, as a private family company, we aim to offer you an unrivalled customer service package provided by our team of experienced, knowledgeable staff and delivered directly to you promptly by our extensive fleet of vehicles.",Off,"Chatsfield Yard
Cooksbridge
Lewes
BN8 4TJ
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,50.9045279,-0.0086577,01273 476 133,,1,1,,"KEY Distributor, Premier Distributor",
910,Covers Timber & Builders Merchants Chichester,/location/covers-timber-builders-merchants-chichester,Platinum,,Sussex House,Quarry Lane,Chichester,PO19 8PE,United Kingdom,David.gunby@covers.biz,"Covers have supplied a diverse range of timber and building materials to a wide spectrum of customers for over 175 years. With 14 branch locations spread across the South of England, we are well situated to supply your timber and building materials from our extensive range of over 25,000 product lines.
We have built our reputation by offering our customers a comprehensive selection of quality timber and building materials at competitive prices. As part of our ethos, as a private family company, we aim to offer you an unrivalled customer service package provided by our team of experienced, knowledgeable staff and delivered directly to you promptly by our extensive fleet of vehicles.",Display Center,"Sussex House
Quarry Lane
Chichester
PO19 8PE
United Kingdom",,On,On,50.8302792,-0.7620006,01243 785 141,,1,1,,"KEY Distributor, Premier Distributor",
913,Covers Timber & Builders Merchants Southampton,/location/covers-timber-builders-merchants-southampton,Platinum,,Imperial House,Express Road,Southampton,SO14 0JW,United Kingdom,sales.southampton@covers.biz,"As part of Covers ethos, as a family owned Timber and Builders Merchants, they aim to offer an unrivalled customer service package provided by their team of experienced, knowledgeable staff, delivered directly and promptly.",Off,"Imperial House
Express Road
Southampton
SO14 0JW
United Kingdom",,Off,On,50.9165614,-1.3935183,02380 556 996,,1,,,KEY Distributor,
914,Covers Timber & Builders Merchants Bognor Regis,/location/covers-timber-builders-merchants-bognor-regis,Platinum,,Station Yard,,Bognor Regis,PO21 1BT,United Kingdom,sales.bognor@covers.biz,"Covers have supplied a diverse range of timber and building materials to a wide spectrum of customers for over 175 years. With 14 branch locations spread across the South of England, we are well situated to supply your timber and building materials from our extensive range of over 25,000 product lines.
We have built our reputation by offering our customers a comprehensive selection of quality timber and building materials at competitive prices. As part of our ethos, as a private family company, we aim to offer you an unrivalled customer service package provided by our team of experienced, knowledgeable staff and delivered directly to you promptly by our extensive fleet of vehicles.",Display Center,"Station Yard
Bognor Regis
PO21 1BT
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,50.7875066,-0.6750307,01243 863 100,01243 841 215,1,1,,"KEY Distributor, Premier Distributor",
915,Covers Timber & Builders Merchants Burgess Hill,/location/covers-timber-builders-merchants-burgess-hill,Platinum,,Unit 1 Clayton Manor,Victoria Gardens,Burgess Hill,RH15 9NB,United Kingdom,sales.burgesshill@covers.biz,"Visit Covers Burgess Hill depot, your local timber merchants. Covers Burgess Hill Timber Merchants offers a range of services including timber cutting and a landscaping display. Our friendly, local experts are on hand to offer help and advice surrounding our wide range of DIY and building products. We also offer click and collect at this depot.",Off,"Unit 1 Clayton Manor
Victoria Gardens
Burgess Hill
RH15 9NB
United Kingdom",,Off,On,50.9550639,-0.1311863,01444 233 358,,1,1,,"KEY Distributor, Premier Distributor",
918,Covers Timber & Builders Merchants Portsmouth,/location/covers-timber-builders-merchants-portsmouth,Platinum,,110,Norway Road,Portsmouth,PO3 5FT,United Kingdom,sales.portsmouth@covers.biz,"Covers have supplied a diverse range of timber and building materials to a wide spectrum of customers for over 175 years. With 14 branch locations spread across the South of England, we are well situated to supply your timber and building materials from our extensive range of over 25,000 product lines.
We have built our reputation by offering our customers a comprehensive selection of quality timber and building materials at competitive prices. As part of our ethos, as a private family company, we aim to offer you an unrivalled customer service package provided by our team of experienced, knowledgeable staff and delivered directly to you promptly by our extensive fleet of vehicles.",Off,"110
Norway Road
Portsmouth
PO3 5FT
United Kingdom",,Off,On,50.8285745,-1.060268,02392 671 900,,1,1,,"KEY Distributor, Premier Distributor",https://www.coversmerchants.co.uk/
919,Covers Timber & Builders Merchants Tunbridge Wells,/location/covers-timber-builders-merchants-tunbridge-wells,Platinum,,Longfield Road,North Farm Industrial Estate,Tunbridge Wells,TN2 3EY,United Kingdom,sales.tunbridgewells@coversmerchants.co.uk,"Visit Covers Tunbridge Wells depot, your local timber & builder merchants. Covers Tunbridge Wells is a medium-sized depot offering a range of services and products including landscaping display. Experience our full range of products with our friendly, local experts on hand to offer help and advice surrounding our wide range of DIY and building products. 
Delivery and click & collect services are availible at our Tunbridge Wells depot. 
Free customer parking.",Off,"Longfield Road
North Farm Industrial Estate
Tunbridge Wells
TN2 3EY
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.1547292,0.2869186,01892 533 326,,,1,,Premier Distributor,https://www.coversmerchants.co.uk/landscaping-garden/decking/composite-decking
920,EH Smith Hemel Hempstead,/location/eh-smith-hemel-hempstead,Gold,,Bovingdon Branch,Ley Hill Road,Bovingdon,HP3 0NW,United Kingdom,john.arber@ehsmith.co.uk,"With over 95 years experience in the construction industry EH Smith are well established as specialists in bricks, timber and general building materials. The wide range of stock and expertise, ranging from bricks and masonry through to timber, civils, tools and landscaping, makes EH Smith the one-stop-shop for the true trade professional and DIY enthusiast.",Display Center,"Bovingdon Branch
Ley Hill Road
Bovingdon
HP3 0NW
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.7166968,-0.5479535,07919 572129,,1,1,,"KEY Distributor, Premier Distributor",https://ehsmith.co.uk/product-category/landscaping/decking/composite-decking/
921,DG Heath Timber Products,/location/dg-heath-timber-products,Gold,,Unit 3,Tyn-Y-Boneu Industrial Estate,Pontardulais,SA4 8SG,United Kingdom,sales@dgheath.co.uk,,Display Center,"Unit 3
Tyn-Y-Boneu Industrial Estate
Pontardulais
SA4 8SG
United Kingdom","Fri, 02/09/2024 - 09:09",On,On,51.7217326,-4.0396334,01792 884 828,,,1,,Premier Distributor,
923,Elliott Brothers Ringwood,/location/elliott-brothers-ringwood,Platinum,,,Pullman Way,Ringwood,BH24 1EX,United Kingdom,robert.bown@elliotts.uk,Elliotts have been operating in the South for over 170 years and can help with any type of project no matter what the size or requirement.,Display Center,"Pullman Way
Ringwood
BH24 1EX
United Kingdom",,On,On,50.840686,-1.779772,01425 473 613,,1,1,,"KEY Distributor, Premier Distributor",
924,Elliott Brothers Fareham,/location/elliott-brothers-fareham,Platinum,,547,Newgate Lane,Fareham,PO14 1AN,United Kingdom,fareham@elliotts.uk,"Fareham is one of our larger sites and in addition to stocking a wide range of building materials, facilities at this branch include:

Large ground floor Elliotts Living Spaces Showroom
Dedicated Tool Centre
Landscape display area

Fareham stocks good levels of Millboard decking and Envello cladding with a display area in the main entrance.",Off,"547
Newgate Lane
Fareham
PO14 1AN
United Kingdom",,On,On,50.83821708,-1.18548274,01329 239515,,1,1,,"KEY Distributor, Premier Distributor",https://elliotts.uk/fareham
925,Elliott Brothers Bishops Waltham,/location/elliott-brothers-bishops-waltham,Platinum,,Claylands Road,Bishops Waltham,Southampton,SO32 1BH,United Kingdom,bishopswaltham@elliotts.uk,Elliotts have been operating in the South for over 170 years and can help with any type of project no matter what the size or requirement.,Off,"Claylands Road
Bishops Waltham
Southampton
SO32 1BH
United Kingdom","Fri, 02/09/2024 - 09:09",On,On,50.9573409,-1.2217958,01489 892 525,,1,1,,"KEY Distributor, Premier Distributor",
926,Elliott Brothers Totton,/location/elliott-brothers-totton,Platinum,,Rusington Business Park,Chapel Lane,Southampton,SO40 9AH,United Kingdom,,,Display Center,"Rusington Business Park
Chapel Lane
Southampton
SO40 9AH
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,50.9080161,-1.4992242,02380 675 000,,1,1,,"KEY Distributor, Premier Distributor",
927,Elliott Brothers Southampton,/location/elliott-brothers-southampton,Platinum,,Millbank Wharf,Millbank Street,Southampton,SO14 5AG,United Kingdom,southampton@elliotts.uk,"Open to the trade and public for all your building materials, Branch Manager Carl and the team are here to help with everything for your building project. Including:
.

Bricks and blocks. We have a massive brick library with a brick matching service
Landscaping supplies, including our biggest ever range of fencing.
Tools from the biggest brands such as DeWALT, Makita and Paslode
Great stock levels of timber, including carcassing, sheet materials and mouldings
Drylining and insulation
Civils and drainage
Great stocks of roofing materials
Joinery – windows, flooring and doors
Painting and decorating
Everyday DIY essentials

Working on a larger building project? With years of industry experience, the experts in our Elliotts Sales Hub can offer advice, supply bespoke products and provide full project support.
With plenty of free parking and a large yard, you can collect your materials in person or arrange for delivery.",Display Center,"Millbank Wharf
Millbank Street
Southampton
SO14 5AG
United Kingdom",,On,On,50.9091584,-1.3861805,02380 633 833,,1,1,,"KEY Distributor, Premier Distributor",https://elliotts.uk/southampton
928,Elliott Brothers Romsey,/location/elliott-brothers-romsey,Platinum,,Budds Lane,Budds Lane,Romsey,SO51 0HA,United Kingdom,romsey@elliotts.uk,Elliotts have been operating in the South for over 170 years and can help with any type of project no matter what the size or requirement.,Display Center,"Budds Lane
Budds Lane
Romsey
SO51 0HA
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,50.997679,-1.5013097,01794 522 900,,1,1,,"KEY Distributor, Premier Distributor",
931,Fountain Timber Products Ltd,/location/fountain-timber-products-ltd,Ungraded,,Brockley Combe,Backwell,Bristol,BS48 3DF,United Kingdom,marketing@fountaintimber.co.uk,"Quality and Value from the Heart of the Wood - Located in idyllic woodland south of Bristol (near Bristol Airport) our 8-acre site includes our own sawmill and treatment plants, Fountain Store as well as a large display area. We have several decking displays showing a wide range of timber and composite decking boards and components to help you create stunning spaces around your home and garden. We understand the importance of making the right choice and our friendly staff will gladly assist you in selecting products that exactly match your requirements.",Display Center,"Brockley Combe
Backwell
Bristol
BS48 3DF
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.3886662,-2.7488227,01934 862710,,,,,"KEY Distributor, Premier Distributor",http://www.fountaintimber.co.uk
932,George Davies Turf Ltd - St Albans,/location/george-davies-turf-ltd---st-albans,Platinum,,George Davies Turf Ltd,St. Albans Depot,St Albans,AL2 1DL,United Kingdom,millboard@georgedaviesturf.co.uk,"George Davies Turf Ltd have been trading since 2001 out of depots based in St Albans & Olney and we were the very first stockists of Millboard in the UK. Our business is built on first class service blended with superb products, supplying both trade customers and public. When Millboard joined our offering, it was a match made in heaven; we combined our logistics expertise and outstanding customer service levels with Millboard’s exceptional products.",Display Center,"George Davies Turf Ltd
St. Albans Depot
St Albans
AL2 1DL
United Kingdom",,On,On,51.7312118,-0.3078673,01727 236 995,,1,1,,"KEY Distributor, Premier Distributor",https://www.georgedaviesturf.co.uk/millboard
934,George Davies Turf Ltd - Milton Keynes,/location/george-davies-turf-ltd---milton-keynes,Platinum,,Clifton Reynes,,Milton Keynes,MK46 5DS,United Kingdom,millboard@georgedaviesturf.co.uk,"George Davies Turf Ltd have been trading since 2001 out of depots based in Olney & St Albans and we were the very first stockists of Millboard in the UK. Our business is built on first class service blended with superb products, supplying both trade customers and public. When Millboard joined our offering, it was a match made in heaven; we combined our logistics expertise and outstanding customer service levels with Millboard’s exceptional products.",Display Center,"Clifton Reynes
Milton Keynes
MK46 5DS
United Kingdom",,On,On,52.1548095,-0.6737246,01234 814 963,,1,1,,"KEY Distributor, Premier Distributor",https://www.georgedaviesturf.co.uk/millboard
935,John A Stephens Ltd,/location/john-a-stephens-ltd,Gold,,,Castle Meadow Road,Nottingham,NG2 1AG,United Kingdom,deanmonks@johnastephens.co.uk,"As one of the largest and best stocked builders' merchants in the East Midlands, John A. Stephens Ltd has built its success on continually developing the range of services and products it has to offer, with the priority to provide an efficient service to all customers.",Off,"Castle Meadow Road
Nottingham
NG2 1AG
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,52.9477883,-1.1521571,01159 412 861,,1,1,,"KEY Distributor, Premier Distributor",
939,JW Grant & Son Kilmarnock,/location/jw-grant-son-kilmarnock,Platinum,,,Townholm,Kilmarnock,KA3 1BB,United Kingdom,kilmarnock@jwgrant.co.uk,"John W Grant & Son Ltd is one of Scotlands largest independent builders’ merchant, with 4 branches across Central Scotland. We are the best place to go for Building and Trade supplies with branches in Paisley, Glasgow, Coatbridge and Kilmarnock.
We aim to be a ‘one stop shop’ for building, timber and landscaping supplies, and stock a wide range of products from the industry’s leading manufacturers - all at competitive prices.
We also specialise in the Self Build market and can offer our support and knowledge from the very start of your project to the final stage. We hold high levels of stock on-site to ensure both our customers in the building trade and the general public can get what they need, when they need it. We also offer a fast, reliable local delivery service to help your projects run smoothly.",Display Center,"Townholm
Kilmarnock
KA3 1BB
United Kingdom","Fri, 02/09/2024 - 09:09",On,On,55.616394,-4.490207,01563 530 338,,1,1,,"KEY Distributor, Premier Distributor",https://www.jwgrant.co.uk
940,JW Grant & Son Coatbridge,/location/jw-grant-son-coatbridge,Platinum,,33,Locks Street,Coatbridge,ML5 3RT,United Kingdom,sales@jwgrant.co.uk,"John W Grant & Son Ltd is one of Scotlands largest independent builders’ merchant, with 4 branches across Central Scotland. We are the best place to go for Building and Trade supplies with branches in Paisley, Glasgow, Coatbridge and Kilmarnock.
We aim to be a ‘one stop shop’ for building, timber and landscaping supplies, and stock a wide range of products from the industry’s leading manufacturers - all at competitive prices.
We also specialise in the Self Build market and can offer our support and knowledge from the very start of your project to the final stage. We hold high levels of stock on-site to ensure both our customers in the building trade and the general public can get what they need, when they need it. We also offer a fast, reliable local delivery service to help your projects run smoothly.",Display Center,"33
Locks Street
Coatbridge
ML5 3RT
United Kingdom",,On,On,55.859236,-4.004163,01236 428 188,,1,,,KEY Distributor,https://www.jwgrant.co.uk/
943,Kingsbury Builders Merchants,/location/kingsbury-builders-merchants,Gold,,61,Caversham Road,Kentish Town,NW5 2DH,United Kingdom,s.patel@kingsburygroup.co.uk,"Kingsbury Builders Merchants was founded in 1972 and has built a solid reputation and customer base for high quality service with the construction industry. The company has successfully supplied for many large scale regeneration projects as well as participating in number of community projects, partnership and local labour in construction schemes. We stock a wide range of building material making it easier for customers to find everything in one place and at competitive prices.",Off,"61
Caversham Road
Kentish Town
NW5 2DH
United Kingdom","Fri, 02/09/2024 - 09:09",On,On,51.548139,-0.13648,020 7482 4661,,1,1,,"KEY Distributor, Premier Distributor",https://www.living-outdoors.co.uk/
945,London Stone - Langley,/location/london-stone---langley,Platinum,,The Berkshire Garden Centre,Sutton Lane,Langley,SL3 8AH,United Kingdom,info@londonstone.co.uk,"London Stone are market leaders in the supply of natural stone and porcelain paving, as well as landscape supplies, including Millboard. All our products are ethically sourced and customer care is our prime focus. Our Langley Distribution Centre is the centre of our operations; housing all our large stocks. Our Trade Counter is also situated at this location. We encourage our trade clients to visit this and enjoy a bean-to-cup coffee whilst viewing the products we offer and discus your next project with our experience staff.

https://www.londonstone.co.uk/showroom/langley-distribution-centre/",Off,"The Berkshire Garden Centre
Sutton Lane
Langley
SL3 8AH
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.4944562,-0.5302769,01753 212 950,,1,1,,"KEY Distributor, Premier Distributor",https://www.londonstone.co.uk/millboard-decking/
946,London Stone - Stanwell Moor,/location/london-stone---stanwell-moor,Platinum,,"Vermeulen's,",Horton Road,Stanwell Moor,TW19 6AE,United Kingdom,info@londonstone.co.uk,"London Stone are a market leader in supplying a quality landscaping product at competitive prices. We specialize in creating our client's idyllic outdoor spaces and place emphasis on continually improving client experience. London Stone's inviting showrooms offer a comfortable and inspiring environment to view the range of Millboard products. The Middlesex showroom is conveniently located moments from junction 14 of the M25. We encourage visitors to come and view the Millboard range and take advantage of the opportunity to speak to our knowledgeable sales staff and enjoy complimentary bean-to-cup coffee.
https://millboard.co.uk//location/london-stone-paving-ltd",Display Center,"Vermeulen's, 
Horton Road
Stanwell Moor
TW19 6AE
United Kingdom",,Off,On,51.4600183,-0.495699,01753 212 950,,1,1,,"KEY Distributor, Premier Distributor",https://www.londonstone.co.uk/millboard-decking/
947,London Stone - Knockholt,/location/london-stone---knockholt,Platinum,,Cooling's Green and Pleasant,Main Rd,Knockholt,TN14 7LJ,United Kingdom,info@londonstone.co.uk,"London Stone offer outstanding customer service when assisting in creating their inspired outdoor space. As market leaders in landscape supplies, all of our products undergo rigorous quality checks and are priced competitively. Millboard's range of products can be viewed at all of London Stone's high-end showrooms. Our Kent Showroom is located a short drive from Junction 4 of the M25. Here you can relax and enjoy a complimentary bean-to-cup coffee next to our picturesque water feature whilst you examine our customer friendly displays.
https://millboard.co.uk//location/london-stone-paving-ltd",Off,"Cooling's Green and Pleasant
Main Rd
Knockholt
TN14 7LJ
United Kingdom",,Off,On,51.3161646,0.1144216,01753 212 950,,1,1,,"KEY Distributor, Premier Distributor",https://www.londonstone.co.uk/millboard-decking/
948,London Stone - Brentwood,/location/london-stone---brentwood,Platinum,,"Brentwood Garden Centre,",Vicarage Close,Brentwood,CM14 5GR,United Kingdom,info@londonstone.co.uk,"London Stone are landscape specialists; experts in creating the perfect outdoor space. Customer care is our central focus and we are commited to providing ethically-sourced, quality products at a competitive price. London Stone's state-of-the-art showrooms provide a comfortable environment in which you can view the range of Millboard products. The Essex Showroom is conveniently located close to junction 28 of the M25, and features an extensive exterior display. Enjoy a compliementary bean-to-cup coffee while you peruse the myriad of material options on show.
https://millboard.co.uk//location/london-stone-paving-ltd",Display Center,"Brentwood Garden Centre, 
Vicarage Close
Brentwood
CM14 5GR
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.6126835,0.2648403,01753 212 950,,1,1,,"KEY Distributor, Premier Distributor",https://www.londonstone.co.uk/millboard-decking/
952,Oxford Fencing Supplies,/location/oxford-fencing-supplies,Gold,,Kingston Business Park,Abingdon Road,Abingdon,OX13 5AS,United Kingdom,info@oxfordfencing.co.uk,"Established in 1986, Oxford Fencing Supplies is now one of the largest independent suppliers of fencing and decking in the UK. Oxford Fencing pride themselves on giving each and every customer that personal touch. We strive to give the customer what they want, when they want it.",Off,"Kingston Business Park
Abingdon Road
Abingdon
OX13 5AS
United Kingdom",,Off,On,51.67574,-1.409444,01865 820 904,,1,1,,"KEY Distributor, Premier Distributor",
953,MGM Timber (Scotland) Dundee,/location/mgm-timber-(scotland)-dundee,Gold,,37,Hospital Street,Dundee,DD3 8DJ,United Kingdom,Scott.Duffy@mgmtimber.com,,Off,"37
Hospital Street
Dundee
DD3 8DJ
United Kingdom",,Off,On,56.476679,-2.984611,01382 817 738,,1,,,KEY Distributor,
967,Pentagon (Jersey) Wholesale Ltd,/location/pentagon-(jersey)-wholesale-ltd,Platinum,,Pentagon House,Rue Des Pres Trading Estate,St Saviour,JE2 7QT,United Kingdom,pac@pentagon.je,"Established in 1977, Pentagon are a locally owned and managed Builders Merchant and are the Channel Island's leading stockist of building materials and home improvement products. Whether you are an Architect, Designer, Builder, Developer, or Homeowner, Pentagon offer a fast and reliable service for anything that you may require.",Display Center,"Pentagon House
Rue Des Pres Trading Estate
St Saviour
JE2 7QT
United Kingdom",,On,On,49.1819898,-2.0890354,01534 888 000,,1,1,,"KEY Distributor, Premier Distributor",
968,Quantum Building Supplies,/location/quantum-building-supplies,Gold,,Quantum House,L'Avenue Le Bas,ST Saviour,JE2 7QN,United Kingdom,sales@quantum.je,,Off,"Quantum House
L'Avenue Le Bas
ST Saviour
JE2 7QN
United Kingdom",,Off,On,49.1892268,-2.0940713,01534 610 500,,1,1,,"KEY Distributor, Premier Distributor",
971,Huws Gray Saffron Walden,/location/huws-gray-saffron-walden,Platinum,,Commercial Centre,Ashdon Rd,Saffron Walden,CB10 2NQ,United Kingdom,swaldensales@huwsgray.co.uk,,Off,"Commercial Centre
Ashdon Rd
Saffron Walden
CB10 2NQ
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,52.02843,0.261289,01799 583 000,,1,1,,Premier Distributor,
976,Huws Gray Halesworth,/location/huws-gray-halesworth,Platinum,,Broadway Drive,Broadway Drive,Halesworth,IP19 8QR,United Kingdom,,,Off,"Broadway Drive
Broadway Drive
Halesworth
IP19 8QR
United Kingdom",,On,On,52.353349,1.508168,01986 875 000,,1,1,,"KEY Distributor, Premier Distributor",
985,Southern Timber Company Ltd,/location/southern-timber-company-ltd,Platinum,,Crokers Park,Edgelands Cross,Newton Abbot,TQ12 5UG,United Kingdom,Info@southern-timber.co.uk,"Southern Timber has grown quickly from its agricultural origins to become one of the South West's largest independent Timber Merchants. Based next to Ipplepen Business Park, near Newton Abbot, the business is ideally situated to supply timber and associated building products in Devon & Cornwall.",Display Center,"Crokers Park
Edgelands Cross
Newton Abbot
TQ12 5UG
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,50.4786564,-3.6415205,01803 813803,,1,1,,"KEY Distributor, Premier Distributor",
993,Sydenhams Southampton,/location/sydenhams-southampton,Platinum,,,Rushington Business Park,Southampton,SO40 9AH,United Kingdom,sales.southampton@sydenhams.co.uk,"Established in 1874 in Poole, Dorset - Sydenhams are able to supply you with all you need for your Building or DIY project.",Display Center,"Rushington Business Park
Southampton
SO40 9AH
United Kingdom",,On,On,50.9080161,-1.4992242,02380 865046,,1,1,,"KEY Distributor, Premier Distributor",https://www.sydenhams.co.uk/
996,PGR Builders & Timber Merchants - Basildon,/location/pgr-builders-timber-merchants---basildon,Platinum,,Denbeigh Road,Denbigh Road,Basildon,SS15 6PY,United Kingdom,basildon@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Off,"Denbeigh Road
Denbigh Road
Basildon
SS15 6PY
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.5691214,0.4208674,01268 419424,,1,1,,"KEY Distributor, Premier Distributor",
1011,PGR Builders & Timber Merchants - Brentwood,/location/pgr-builders-timber-merchants---brentwood,Platinum,,Hubert Road,Hubert Road,Brentwood,CM14 4JE,United Kingdom,brentwood@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Off,"Hubert Road
Hubert Road
Brentwood
CM14 4JE
United Kingdom",,On,On,51.6162722,0.2909667,01277 600900,,1,1,,"KEY Distributor, Premier Distributor",
1012,PGR Builders & Timber Merchants - Harrold Hill,/location/pgr-builders-timber-merchants---harrold-hill,Platinum,,Tonbridge Road,Tonbridge Road,Harold Hill,RM3 8TS,United Kingdom,haroldhill@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Off,"Tonbridge Road
Tonbridge Road
Harold Hill
RM3 8TS
United Kingdom",,Off,On,51.600075,0.2175164,01708 384848,,1,1,,"KEY Distributor, Premier Distributor",
1013,PGR Builders & Timber Merchants - Rayleigh,/location/pgr-builders-timber-merchants---rayleigh,Platinum,,91-97,Stadium Way,Rayleigh,SS7 3BN,United Kingdom,rayleigh@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Display Center,"91-97
Stadium Way
Rayleigh
SS7 3BN
United Kingdom",,On,On,51.5751116,0.6047306,01268 777600,,1,1,,"KEY Distributor, Premier Distributor",
1014,PGR Builders & Timber Merchants - Southend,/location/pgr-builders-timber-merchants---southend,Platinum,,Temple Farm Industrial Estate,105 Chandlers Way,Southend on Sea,SS2 5SE,United Kingdom,southend@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Off,"Temple Farm Industrial Estate
105 Chandlers Way
Southend on Sea
SS2 5SE
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.5631484,0.7092242,01702 690000,,1,1,,"KEY Distributor, Premier Distributor",
1015,PGR Builders & Timber Merchants - Romford,/location/pgr-builders-timber-merchants---romford,Platinum,,Danes Road,Danes Road,Romford,RM7 0HL,United Kingdom,Romford@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Off,"Danes Road
Danes Road
Romford
RM7 0HL
United Kingdom",,Off,On,51.5698481,0.1651337,01708 450000,,1,1,,"KEY Distributor, Premier Distributor",
1016,PGR Builders & Timber Merchants - Egham,/location/pgr-builders-timber-merchants---egham,Platinum,,Thorpe Industrial Estate,Ten Acre Lane,Egham,TW20 8RJ,United Kingdom,egham@pgrtimber.co.uk,"Since establishment in 1982, PGR Builders & Timber Merchants has enjoyed sizable growth and expansion, allowing them to operate from multiple sites across Essex and Surrey.",Display Center,"Thorpe Industrial Estate
Ten Acre Lane
Egham
TW20 8RJ
United Kingdom",,On,On,51.4146746,-0.533642,01784 611000,,1,1,,"KEY Distributor, Premier Distributor",
1021,Coomers Timber and Buidling Supplies,/location/coomers-timber-and-buidling-supplies,Gold,,Bell Road,Bell Road,Haslemere,GU27 3DG,United Kingdom,Oliver.hathaway@coomers.co.uk,,Off,"Bell Road
Bell Road
Haslemere
GU27 3DG
United Kingdom",,Off,On,51.08005,-0.7274374,01428 643756,,,,,,https://www.coomers.co.uk/
1022,AWBS Ltd,/location/awbs-ltd-1,Gold,,Yarnton Nurseries,Sandy Lane,Kidlington,OX5 1PA,United Kingdom,yarnton@awbsltd.com,"Since starting out as Adrian White Building Supplies in 1988, AWBS has grown significantly to become one of the biggest suppliers of building and landscaping products in the Swindon and Oxford areas. At AWBS Building and Landscaping Supplies we now proudly boast three branches, Oxford, Yarnton and Swindon, with each branch featuring extensive showrooms and display areas, a fleet of specialised delivery vehicles, a dedicated landscape installation service working in the Oxford area and a 50-strong team of highly experienced and knowledgeable people.",Display Center,"Yarnton Nurseries
Sandy Lane
Kidlington
OX5 1PA
United Kingdom",,On,On,51.8151001,-1.3100822,01865 842574,,1,1,,"KEY Distributor, Premier Distributor",
1023,Beers Timber & Building Supplies Birkenhead,/location/beers-timber-building-supplies-birkenhead,Gold,,2a Argyle Street South,Borough Road,Birkenhead,CH41 2XS,United Kingdom,smalcolm@beersltd.co.uk,,Off,"2a Argyle Street South
Borough Road
Birkenhead
CH41 2XS
United Kingdom","Thu, 02/22/2024 - 17:58",Off,On,53.3886908,-3.0206492,0151 652 3545,,1,,,KEY Distributor,https://www.beersltd.co.uk
1024,Beers Timber & Building Supplies Bromborough,/location/beers-timber-building-supplies-bromborough,Gold,,Thursby Court,Thursby Road,Wirral,CH62 3PW,United Kingdom,pevery@beersltd.co.uk,"Beers Timber & Building Supplies is Merseyside's Leading Supplier of Timber and Building Materials, and the company has had a presence in Liverpool since 1916. Beers is an independent merchant, run by the fourth generation of the same family. Once one of 200 timber importers in the then thriving port, we are now one of only two remaining. We have succeeded by offering a first class service and by providing first class quality timber & building materials.",Off,"Thursby Court
Thursby Road
Wirral
CH62 3PW
United Kingdom","Thu, 02/22/2024 - 18:19",Off,On,53.3365797,-2.976843,0151 327 5661,,1,1,,"KEY Distributor, Premier Distributor",https://www.beersltd.co.uk
